Feigenson Mark|01:460:100:01|4.27|4.14|4.02|4.21|4.27|3.78|3.71|2.89|3.84|3.76
Lepre C|01:460:100:02|4.27|4.14|4.02|4.21|4.27|3.78|3.71|2.89|3.84|3.76
Turrin B|01:460:100:03|4.27|4.14|4.02|4.21|4.27|3.78|3.71|2.89|3.84|3.76
Lepre C|01:460:100:08|4.27|4.14|4.02|4.21|4.27|3.78|3.71|2.89|3.84|3.76
Monteverde D|01:460:100:09|4.27|4.14|4.02|4.21|4.27|3.78|3.71|2.89|3.84|3.76
Schaller M.|01:460:100:10|4.27|4.14|4.02|4.21|4.27|3.78|3.71|2.89|3.84|3.76
Adamo Lauren|01:460:101:01|4.62|4.67|4.43|4.69|4.76|4.24|4.48|4.24|4.45|4.31
Lombardi Christopher|01:460:101:01|4.62|4.67|4.43|4.69|4.76|4.24|4.48|4.24|4.45|4.31
Shokoohi Ayda|01:460:101:03|4.62|4.67|4.43|4.69|4.76|4.24|4.48|4.24|4.45|4.31
Browning J|01:460:102:01|4.82|4.64|4.60|4.55|4.91|4.73|4.64|4.82|4.64|4.55
Miller Kenneth|01:460:110:01|4.49|4.61|4.40|4.59|4.63|4.28|4.22|3.66|4.33|4.35|4.35
Sherrell R.|01:460:120:01|4.37|4.43|4.27|4.45|4.15|4.05|3.94|3.46|4.16|3.99
Bidle|01:460:120:02|4.37|4.43|4.27|4.45|4.15|4.05|3.94|3.46|4.16|3.99
Levin Levin|01:460:201:01|4.06|3.79|3.85|4.03|3.68|3.62|3.50|3.41|3.52|3.53
Sugarman P.|01:460:202:02|4.58|4.38|4.07|4.16|4.37|4.00|4.14|3.67|4.12|4.19
Bemis K.|01:460:204:01|3.65|3.17|3.04|3.68|3.74|2.91|3.17|3.13|3.22|3.26
Mcghee G|01:460:206:01|4.73|4.60|4.28|4.68|4.63|4.20|4.30|4.03|4.38|4.40
Delaney J.|01:460:222:01|4.92|4.77|4.38|4.77|5.00|4.38|4.46|4.17|4.62|4.54
Ferencz Margot|01:460:302:01|4.79|4.21|4.53|4.53|4.53|4.37|4.68|4.21|4.42|4.47
Herzberg C|01:460:302:01|4.79|4.21|4.53|4.53|4.53|4.37|4.68|4.21|4.42|4.47
Withjack M|01:460:307:01|4.74|4.74|4.47|4.77|4.56|4.51|4.74|4.26|4.51|4.49
Schlische R|01:460:307:01|4.74|4.74|4.47|4.77|4.56|4.51|4.74|4.26|4.51|4.49
Miller Kenneth|01:460:341:01|4.61|4.68|4.58|4.65|4.73|4.61|4.61|4.03|4.58|4.42
Wright James|01:460:341:01|4.61|4.68|4.58|4.65|4.73|4.61|4.61|4.03|4.58|4.42
Feigenson M|01:460:356:01|5.00|5.00|5.00|5.00
Schlische R|01:460:429:01|5.00|4.75|5.00|4.88|4.50|4.88|4.88|4.50|4.75|4.75
Withjack M|01:460:429:01|5.00|4.75|5.00|4.88|4.50|4.88|4.88|4.50|4.75|4.75
Aubry|01:460:454:01|4.75|4.75|5.00|5.00|5.00|4.75|4.75|4.50|4.75|4.50
