Roden Don|01:506:113:01|4.46|4.43|4.26|4.38|4.24|4.00|4.00|3.80|4.12|3.96
Bell Rudy|01:506:113:01|4.46|4.43|4.26|4.38|4.24|4.00|4.00|3.80|4.12|3.96
Bell Rudy|01:506:151:01|4.47|4.39|4.38|4.44|4.08|4.16|4.22|3.71|4.17|4.16
Bell Rudy|01:506:151:90|4.47|4.39|4.38|4.44|4.08|4.16|4.22|3.71|4.17|4.16
Yans Ginny|01:506:212:01|3.81|4.10|4.10|4.52|4.52|4.10|3.95|3.81|3.76|3.67
Adcock Christina|01:506:221:01|4.50|3.94|3.97|4.06|3.03|3.76|3.97|3.50|3.56|3.59
Geselowitz Michael|01:506:253:01|4.50|4.38|4.38|4.38|4.38|4.38|4.38|4.00|4.38|4.00
Hochheiser Sheldon|01:506:253:01|4.50|4.38|4.38|4.38|4.38|4.38|4.38|4.00|4.38|4.00
Tartakoff Paola|01:506:271:01|4.92|4.81|4.81|4.92|4.73|4.42|4.88|4.15|4.85|4.73
Gribetz Jonathan|01:506:272:01|4.70|4.70|4.43|4.61|4.65|4.48|4.61|4.39|4.48|4.39
Kaplan Temma|01:506:314:01|4.36|4.73|4.45|4.82|4.18|4.50|4.45|3.82|4.18|4.09
Markowitz Norman|01:506:361:01|3.91|4.05|3.95|4.36|4.36|3.77|4.14|4.00|3.68|3.86
Feigenbaum Anna|01:506:392:01|4.24|4.34|4.59|4.59|4.46|4.28|4.14|4.21|4.17|4.14
Livingston James|01:506:392:02|4.24|4.34|4.59|4.59|4.46|4.28|4.14|4.21|4.17|4.14
Galili Ziva|01:506:402:01|4.66|4.75|4.62|4.77|4.60|4.63|4.63|4.15|4.55|4.56
Schoen Johanna|01:506:402:02|4.66|4.75|4.62|4.77|4.60|4.63|4.63|4.15|4.55|4.56
Liu Xun|01:506:402:03|4.66|4.75|4.62|4.77|4.60|4.63|4.63|4.15|4.55|4.56
Kaplan Temma|01:506:402:04|4.66|4.75|4.62|4.77|4.60|4.63|4.63|4.15|4.55|4.56
Mappen Marc|01:506:402:05|4.66|4.75|4.62|4.77|4.60|4.63|4.63|4.15|4.55|4.56
Fabian Ann|01:506:402:06|4.66|4.75|4.62|4.77|4.60|4.63|4.63|4.15|4.55|4.56
Pietruska Jamie|01:506:402:09|4.66|4.75|4.62|4.77|4.60|4.63|4.63|4.15|4.55|4.56
Surkis Judith|01:506:402:10|4.66|4.75|4.62|4.77|4.60|4.63|4.63|4.15|4.55|4.56
Frusciano Tom|01:506:402:11|4.66|4.75|4.62|4.77|4.60|4.63|4.63|4.15|4.55|4.56
Clemens Paul|01:506:402:11|4.66|4.75|4.62|4.77|4.60|4.63|4.63|4.15|4.55|4.56
Jones Toby|01:506:402:12|4.66|4.75|4.62|4.77|4.60|4.63|4.63|4.15|4.55|4.56
Mack Phyllis|01:506:402:13|4.66|4.75|4.62|4.77|4.60|4.63|4.63|4.15|4.55|4.56
Miller Allison|01:506:402:15|4.66|4.75|4.62|4.77|4.60|4.63|4.63|4.15|4.55|4.56
Wasserman Mark|01:506:496:01|4.36|4.36|4.09|4.36|4.44|3.82|4.64|4.64|4.18|4.18
Wasserman Mark|01:506:496:02|4.36|4.36|4.09|4.36|4.44|3.82|4.64|4.64|4.18|4.18
