Siegel J.|01:350:219:01|4.69|4.60|4.66|4.66|4.54|4.49|4.46|3.76|4.52|4.39|4.60|3.80|4.38|3.84|4.09|4.46
Bignall I.|01:350:219:01|4.69|4.60|4.66|4.66|4.54|4.49|4.46|3.76|4.52|4.39|4.60|3.80|4.38|3.84|4.09|4.46
Camarda J.|01:350:219:02|4.69|4.60|4.66|4.66|4.54|4.49|4.46|3.76|4.52|4.39|4.60|3.80|4.38|3.84|4.09|4.46
Bignall I.|01:350:219:03|4.69|4.60|4.66|4.66|4.54|4.49|4.46|3.76|4.52|4.39|4.60|3.80|4.38|3.84|4.09|4.46
Wade E.|01:350:219:05|4.69|4.60|4.66|4.66|4.54|4.49|4.46|3.76|4.52|4.39|4.60|3.80|4.38|3.84|4.09|4.46
Iannini C.|01:350:219:05|4.69|4.60|4.66|4.66|4.54|4.49|4.46|3.76|4.52|4.39|4.60|3.80|4.38|3.84|4.09|4.46
Wade E.|01:350:219:06|4.69|4.60|4.66|4.66|4.54|4.49|4.46|3.76|4.52|4.39|4.60|3.80|4.38|3.84|4.09|4.46
Dowling W.|01:350:219:26|4.69|4.60|4.66|4.66|4.54|4.49|4.46|3.76|4.52|4.39|4.60|3.80|4.38|3.84|4.09|4.46
Kimball L.|01:350:219:27|4.69|4.60|4.66|4.66|4.54|4.49|4.46|3.76|4.52|4.39|4.60|3.80|4.38|3.84|4.09|4.46
Mcclure J.|01:350:220:01|4.57|4.55|4.44|4.65|4.44|4.31|4.21|4.04|4.36|4.24|4.59|3.77|4.44|4.05|4.01|4.33
Madden C.|01:350:220:02|4.57|4.55|4.44|4.65|4.44|4.31|4.21|4.04|4.36|4.24|4.59|3.77|4.44|4.05|4.01|4.33
Madden C.|01:350:220:04|4.57|4.55|4.44|4.65|4.44|4.31|4.21|4.04|4.36|4.24|4.59|3.77|4.44|4.05|4.01|4.33
Bobe M.|01:350:220:06|4.57|4.55|4.44|4.65|4.44|4.31|4.21|4.04|4.36|4.24|4.59|3.77|4.44|4.05|4.01|4.33
Festa L.|01:350:220:06|4.57|4.55|4.44|4.65|4.44|4.31|4.21|4.04|4.36|4.24|4.59|3.77|4.44|4.05|4.01|4.33
