Sen M.|01:354:201:01|4.47|4.13|4.41|4.44|3.88|4.13|4.06|4.29|4.03|3.83|3.50|3.11|4.08|3.68|3.78|4.56
Belton J.|01:354:210:01|4.14|4.10|4.24|4.24|3.90|3.62|3.90|4.19|3.81|3.71|4.10|3.65|3.86|3.85|3.71|4.00
Pearlstein R.|01:354:308:01|4.54|4.67|4.85|4.78|4.76|4.65|4.72|4.59|4.54|4.53|4.50|3.82|4.25|4.05|3.91|4.48
Light D.|01:354:308:02|4.54|4.67|4.85|4.78|4.76|4.65|4.72|4.59|4.54|4.53|4.50|3.82|4.25|4.05|3.91|4.48
Pearlstein R.|01:354:308:03|4.54|4.67|4.85|4.78|4.76|4.65|4.72|4.59|4.54|4.53|4.50|3.82|4.25|4.05|3.91|4.48
Nutt C.|01:354:308:04|4.54|4.67|4.85|4.78|4.76|4.65|4.72|4.59|4.54|4.53|4.50|3.82|4.25|4.05|3.91|4.48
Aronsohn M.|01:354:308:05|4.54|4.67|4.85|4.78|4.76|4.65|4.72|4.59|4.54|4.53|4.50|3.82|4.25|4.05|3.91|4.48
Koszarski R|01:354:315:01|4.18|3.82|4.27|3.64|3.36|3.18|4.00|4.55|3.36|3.36|3.56|2.86|2.83|3.33|4.00|4.91
Koszarski R|01:354:350:01|4.27|4.40|4.27|4.33|4.33|4.07|4.40|4.27|3.93|4.07|4.33|4.00|4.00|4.43|4.40|4.67
Flitterman-Lewis Sandy|01:354:375:01|3.25|3.00|3.25|3.25|3.75|3.00|2.75|4.00|2.63|2.75|3.63|2.50|2.50|2.83|2.75|3.88
Belton J.|01:354:391:01|5.00|5.00|4.75|5.00|5.00|4.75|5.00|5.00|4.75|5.00|5.00|3.33|5.00|4.75|4.50|4.25
Flitterman-Lewis Sandy|01:354:420:01|3.25|4.25|3.88|4.00|4.13|3.63|4.00|4.38|3.63|3.75|4.00|3.17|3.25|4.13|3.38|4.63
