Moran D.|01:351:201:01|5.00|4.75|4.75|5.00|4.00|4.63|4.50|3.63|4.38|4.25|4.63|3.13|3.86|3.63|4.75|4.38
Hobayan L.|01:351:211:01|4.53|4.61|4.69|4.67|4.61|4.53|4.39|4.25|4.51|4.50|4.39|3.43|4.06|4.02|4.20|4.53
Hobayan L.|01:351:211:02|4.53|4.61|4.69|4.67|4.61|4.53|4.39|4.25|4.51|4.50|4.39|3.43|4.06|4.02|4.20|4.53
Fitzgerald A.|01:351:211:03|4.53|4.61|4.69|4.67|4.61|4.53|4.39|4.25|4.51|4.50|4.39|3.43|4.06|4.02|4.20|4.53
Ramey R|01:351:211:04|4.53|4.61|4.69|4.67|4.61|4.53|4.39|4.25|4.51|4.50|4.39|3.43|4.06|4.02|4.20|4.53
Thompson L.|01:351:211:05|4.53|4.61|4.69|4.67|4.61|4.53|4.39|4.25|4.51|4.50|4.39|3.43|4.06|4.02|4.20|4.53
Murillo J.|01:351:211:06|4.53|4.61|4.69|4.67|4.61|4.53|4.39|4.25|4.51|4.50|4.39|3.43|4.06|4.02|4.20|4.53
Thompson L.|01:351:211:07|4.53|4.61|4.69|4.67|4.61|4.53|4.39|4.25|4.51|4.50|4.39|3.43|4.06|4.02|4.20|4.53
Fitzgerald A.|01:351:211:08|4.53|4.61|4.69|4.67|4.61|4.53|4.39|4.25|4.51|4.50|4.39|3.43|4.06|4.02|4.20|4.53
Murillo J.|01:351:211:09|4.53|4.61|4.69|4.67|4.61|4.53|4.39|4.25|4.51|4.50|4.39|3.43|4.06|4.02|4.20|4.53
Lawless A.|01:351:211:11|4.53|4.61|4.69|4.67|4.61|4.53|4.39|4.25|4.51|4.50|4.39|3.43|4.06|4.02|4.20|4.53
Lawless A.|01:351:211:12|4.53|4.61|4.69|4.67|4.61|4.53|4.39|4.25|4.51|4.50|4.39|3.43|4.06|4.02|4.20|4.53
Svich C.|01:351:211:13|4.53|4.61|4.69|4.67|4.61|4.53|4.39|4.25|4.51|4.50|4.39|3.43|4.06|4.02|4.20|4.53
Wirstiuk L.|01:351:211:14|4.53|4.61|4.69|4.67|4.61|4.53|4.39|4.25|4.51|4.50|4.39|3.43|4.06|4.02|4.20|4.53
