GELMAN ROCHEL|01:185:411:01|4.56|4.44|4.47|4.52|4.40|4.48|4.44|4.22|4.49|4.38
LESLIE ALAN|01:185:411:01|4.56|4.44|4.47|4.52|4.40|4.48|4.44|4.22|4.49|4.38
STICH STEPHEN|01:185:411:01|4.56|4.44|4.47|4.52|4.40|4.48|4.44|4.22|4.49|4.38
STROMSWOLD KARIN|01:185:411:01|4.56|4.44|4.47|4.52|4.40|4.48|4.44|4.22|4.49|4.38
SYRETT KRISTEN|01:185:411:01|4.56|4.44|4.47|4.52|4.40|4.48|4.44|4.22|4.49|4.38
KEANE BRIAN|01:185:411:01|4.56|4.44|4.47|4.52|4.40|4.48|4.44|4.22|4.49|4.38
FELDMAN JACOB|01:185:411:01|4.56|4.44|4.47|4.52|4.40|4.48|4.44|4.22|4.49|4.38
DECARLO DOUG|01:185:411:01|4.56|4.44|4.47|4.52|4.40|4.48|4.44|4.22|4.49|4.38
GOLDMAN ALVIN|01:185:411:01|4.56|4.44|4.47|4.52|4.40|4.48|4.44|4.22|4.49|4.38
SHAN CHUNG-CHIEH (KEN)|01:185:411:01|4.56|4.44|4.47|4.52|4.40|4.48|4.44|4.22|4.49|4.38
SINGH MANISH|01:185:411:01|4.56|4.44|4.47|4.52|4.40|4.48|4.44|4.22|4.49|4.38
GRIMSHAW JANE|01:185:412:01|4.33|4.75|4.75|4.83|4.73|4.42|4.33|4.25|4.42|4.33
