KAHLAOUI|01:508:201:01|3.31|4.05|3.92|4.13|4.00|3.38|3.85|3.89|3.56|3.67
COOPER|01:508:222:01|3.77|3.91|4.09|4.11|3.77|3.53|3.47|3.91|3.58|3.51
COOPER|01:508:224:01|4.55|4.70|4.50|4.65|4.16|4.45|4.42|3.79|4.16|4.30
GUHA|01:508:231:01|4.38|4.23|4.13|4.30|4.28|3.83|4.06|3.94|3.91|3.94
GUHA|01:508:231:03|4.38|4.23|4.13|4.30|4.28|3.83|4.06|3.94|3.91|3.94
LEE SU|01:508:242:01|4.48|4.45|4.32|4.65|4.42|4.06|4.32|3.97|4.16|4.19
TRINER GAIL|01:508:262:01|4.26|3.78|3.83|4.00|3.61|3.57|3.83|4.00|3.57|3.61
WASSERMAN|01:508:264:01|4.75|4.75|4.21|4.70|4.65|4.30|4.45|3.90|4.40|4.45
CHAVEZ J|01:508:272:01|4.29|4.53|4.18|4.65|4.60|3.94|4.00|3.76|4.00|3.82
JONES TOBY|01:508:300:01|4.54|4.53|4.54|4.53|4.22|4.24|4.47|4.19|4.44|4.36
PELEG|01:508:300:02|4.54|4.53|4.54|4.53|4.22|4.24|4.47|4.19|4.44|4.36
GOLDEN|01:508:301:01|4.79|4.82|4.46|4.89|4.59|4.32|4.54|3.82|4.46|4.46
RUSSELL|01:508:307:01|4.10|4.14|4.38|4.67|4.24|3.90|4.33|4.14|4.14|4.14
ZERUBAVEL|01:508:310:01|3.65|3.47|3.41|3.47|3.24|3.29|3.76|4.00|3.12|3.12
BROWN|01:508:327:01|3.55|3.68|3.45|3.73|3.45|2.86|3.68|3.50|3.09|3.18
RODEN D|01:508:352:01|4.78|4.83|4.94|4.83|4.89|4.83|4.83|4.28|4.72|4.72
TRINER GAIL|01:508:364:01|4.36|3.93|4.07|4.21|4.00|3.64|4.07|3.64|4.07|3.79
KAPLAN T|01:508:369:01|4.60|4.53|4.80|4.73|4.73|4.33|4.64|3.60|4.60|4.47
BASHI|01:508:392:01|4.23|4.35|4.38|4.46|4.46|4.36|4.42|4.13|4.23|4.20
CARLSON|01:508:392:02|4.23|4.35|4.38|4.46|4.46|4.36|4.42|4.13|4.23|4.20
LAURIA-Santiago|01:508:392:03|4.23|4.35|4.38|4.46|4.46|4.36|4.42|4.13|4.23|4.20
LOPEZ|01:508:392:04|4.23|4.35|4.38|4.46|4.46|4.36|4.42|4.13|4.23|4.20
ECHEVERRIA|01:508:392:09|4.23|4.35|4.38|4.46|4.46|4.36|4.42|4.13|4.23|4.20
