PARK ANA|01:940:101:01|4.50|4.64|4.56|4.74|4.64|4.41|4.52|4.16|4.54|4.52|4.05|4.76|4.46|4.32|4.33|3.98
MILLAN MARIA|01:940:101:10|4.50|4.64|4.56|4.74|4.64|4.41|4.52|4.16|4.54|4.52|4.05|4.76|4.46|4.32|4.33|3.98
MILLAN MARIA|01:940:101:11|4.50|4.64|4.56|4.74|4.64|4.41|4.52|4.16|4.54|4.52|4.05|4.76|4.46|4.32|4.33|3.98
CLIFFORD JEREMIAH|01:940:102:10|4.84|4.87|4.89|4.96|4.88|4.75|4.75|4.02|4.81|4.70|4.36|4.92|4.74|4.62|4.55|4.45
CHIVUKULA LUCRECIA|01:940:102:11|4.84|4.87|4.89|4.96|4.88|4.75|4.75|4.02|4.81|4.70|4.36|4.92|4.74|4.62|4.55|4.45
NAVA RAFAEL|01:940:121:10|4.51|4.57|4.63|4.69|4.67|4.57|4.25|4.00|4.43|4.31|4.15|4.62|4.30|4.10|4.31|4.35
PELAEZMARTINEZ BEATRIZ|01:940:131:10|4.89|4.91|4.89|4.84|4.84|4.72|4.52|4.55|4.75|4.54|4.36|4.81|4.54|4.33|4.46|4.40
LEIRO SILVIA|01:940:132:01|4.70|4.66|4.56|4.57|4.55|4.52|4.21|4.58|4.57|4.30|3.98|4.86|4.37|4.11|4.04|3.96
SLINGER WILLIAM|01:940:132:11|4.70|4.66|4.56|4.57|4.55|4.52|4.21|4.58|4.57|4.30|3.98|4.86|4.37|4.11|4.04|3.96
HOGAN MARY KATHE|01:940:160:01|4.59|4.59|4.50|4.56|4.44|4.30|4.14|3.59|4.40|4.36|4.52|4.67|3.65|3.46|3.72|3.92
HOGAN MARY KATHE|01:940:160:02|4.59|4.59|4.50|4.56|4.44|4.30|4.14|3.59|4.40|4.36|4.52|4.67|3.65|3.46|3.72|3.92
BUTLER BONNIE|01:940:204:01|4.44|4.86|4.73|4.91|4.73|4.64|4.45|4.55|4.68|4.23|3.12|4.78|4.23|4.19|4.11|4.00
BUTLER BONNIE|01:940:204:10|4.44|4.86|4.73|4.91|4.73|4.64|4.45|4.55|4.68|4.23|3.12|4.78|4.23|4.19|4.11|4.00
SLINGER WILLIAM|01:940:205:10|4.91|4.82|4.27|4.91|4.36|4.27|4.27|3.82|4.45|4.27|3.73|4.36|4.18|3.73|4.09|3.27
KIM YEON SOO|01:940:215:02|4.87|4.80|4.72|4.78|4.65|4.71|4.53|4.23|4.71|4.52|4.91|4.96|4.45|4.25|4.31|4.44
BUTLER BONNIE|01:940:215:10|4.87|4.80|4.72|4.78|4.65|4.71|4.53|4.23|4.71|4.52|4.91|4.96|4.45|4.25|4.31|4.44
KIM HOON|01:940:325:10|4.61|4.60|4.43|4.65|4.54|4.29|4.11|4.45|4.43|4.31|4.35|4.76|4.14|4.28|4.14|4.06
BISHOP STEPHEN|01:940:325:11|4.61|4.60|4.43|4.65|4.54|4.29|4.11|4.45|4.43|4.31|4.35|4.76|4.14|4.28|4.14|4.06
CHILELLI JEFF|01:940:326:01|4.60|4.37|4.39|4.64|4.09|4.40|4.21|4.36|4.43|4.38|4.66|4.63|4.26|4.45|4.00|3.96
CHILELLI JEFF|01:940:326:02|4.60|4.37|4.39|4.64|4.09|4.40|4.21|4.36|4.43|4.38|4.66|4.63|4.26|4.45|4.00|3.96
SLINGER WILLIAM|01:940:327:01|4.70|4.70|4.50|4.80|4.70|4.40|4.30|4.78|4.50|4.30|4.20|4.80|4.50|3.44|4.20|3.56
CELIS NADIA|01:940:332:02|4.33|4.43|4.22|4.46|4.28|4.19|4.17|4.18|4.18|4.20|4.31|4.44|3.90|3.83|3.69|4.12
NAVA LUCIO|01:940:332:03|4.33|4.43|4.22|4.46|4.28|4.19|4.17|4.18|4.18|4.20|4.31|4.44|3.90|3.83|3.69|4.12
STEVENS CAMILLA|01:940:332:04|4.33|4.43|4.22|4.46|4.28|4.19|4.17|4.18|4.18|4.20|4.31|4.44|3.90|3.83|3.69|4.12
NAVA LUCIO|01:940:334:02|4.45|4.56|4.45|4.64|4.65|4.36|4.30|4.18|4.41|4.31|4.54|4.70|4.22|4.05|4.06|4.40
GUARDIOLA CONRADO|01:940:335:01|4.65|4.65|4.47|4.71|4.56|4.47|4.24|3.94|4.53|4.53|4.88|4.82|4.06|3.88|3.80|4.25
KIM HOON|01:940:336:01|4.52|4.38|4.33|4.34|4.19|4.05|4.14|4.00|4.25|4.22|4.63|4.80|4.03|4.03|3.84|4.11
KIM YEONSOO|01:940:336:02|4.52|4.38|4.33|4.34|4.19|4.05|4.14|4.00|4.25|4.22|4.63|4.80|4.03|4.03|3.84|4.11
KIM HOON|01:940:336:10|4.52|4.38|4.33|4.34|4.19|4.05|4.14|4.00|4.25|4.22|4.63|4.80|4.03|4.03|3.84|4.11
MARTINMARQUEZ SUSAN|01:940:345:01|4.72|4.67|4.78|4.88|4.53|4.56|4.44|3.83|4.76|4.88|4.72|4.94|3.80|3.40|3.67|4.39
SNAIDAS ADOLFO|01:940:348:01|4.71|4.86|4.71|4.86|4.21|4.71|4.79|4.00|4.71|4.57|4.77|4.92|4.00|3.85|3.92|4.27
NUNEZ OLGA|01:940:361:01|4.84|4.88|4.77|4.91|4.77|4.72|4.60|3.95|4.71|4.42|4.72|4.89|4.23|4.07|4.39|4.04
CABRERA MARIA|01:940:361:02|4.84|4.88|4.77|4.91|4.77|4.72|4.60|3.95|4.71|4.42|4.72|4.89|4.23|4.07|4.39|4.04
NUNEZ OLGA|01:940:363:01|4.72|4.53|4.40|4.45|4.49|4.18|4.32|3.97|4.54|4.45|4.59|4.85|4.34|4.12|4.22|4.21
NUNEZ OLGA|01:940:363:10|4.72|4.53|4.40|4.45|4.49|4.18|4.32|3.97|4.54|4.45|4.59|4.85|4.34|4.12|4.22|4.21
CAMACHO JOSE|01:940:364:01|4.32|4.13|3.87|4.39|3.91|3.74|3.65|3.48|3.95|3.62|4.41|4.36|3.90|3.82|4.00|3.41
