BELTON J|01:354:201:01|4.11|3.83|3.74|4.00|3.74|3.40|3.60|4.34|3.37|3.49|3.91|2.83|3.62|3.44|3.29|4.46
TRAVERS B|01:354:308:01|4.49|4.72|4.78|4.80|4.59|4.46|4.52|4.72|4.42|4.46|4.32|3.74|4.31|3.97|4.46|4.65
PEARLSTEIN R|01:354:308:02|4.49|4.72|4.78|4.80|4.59|4.46|4.52|4.72|4.42|4.46|4.32|3.74|4.31|3.97|4.46|4.65
TRAVERS B|01:354:308:03|4.49|4.72|4.78|4.80|4.59|4.46|4.52|4.72|4.42|4.46|4.32|3.74|4.31|3.97|4.46|4.65
PEARLSTEIN|01:354:308:04|4.49|4.72|4.78|4.80|4.59|4.46|4.52|4.72|4.42|4.46|4.32|3.74|4.31|3.97|4.46|4.65
NUTT C|01:354:308:05|4.49|4.72|4.78|4.80|4.59|4.46|4.52|4.72|4.42|4.46|4.32|3.74|4.31|3.97|4.46|4.65
KOSZARSKI R|01:354:315:01|3.96|3.14|3.96|3.35|4.00|3.39|3.87|4.04|3.48|3.61|3.70|2.50|3.75|3.52|3.41|4.09
KOSZARSKI R|01:354:350:01|4.10|3.80|4.37|3.77|4.30|3.77|4.03|4.87|3.86|3.93|4.03|2.61|3.18|3.67|3.60|4.17
FLITTERMAN|01:354:375:01|3.28|3.78|3.78|4.33|4.33|3.44|3.33|4.33|3.50|3.56|3.93|2.50|3.50|3.78|3.50|4.28
FLITTERMAN|01:354:391:01|4.00|4.20|4.40|4.18|4.64|4.09|4.27|4.45|3.73|4.00|3.25|2.75|3.33|3.75|4.25|4.25
BELTON|01:354:420:01|4.40|4.30|3.90|4.80|4.20|3.70|3.90|3.50|3.60|3.70|4.30|3.67|4.00|3.70|3.20|4.30
