COIRO A|01:350:219:04|4.45|4.43|4.35|4.46|4.27|4.08|4.09|3.56|4.10|4.05|4.38|3.37|3.91|3.80|4.00|4.43
LEONG M|01:350:219:11|4.45|4.43|4.35|4.46|4.27|4.08|4.09|3.56|4.10|4.05|4.38|3.37|3.91|3.80|4.00|4.43
DOWLING W|01:350:219:18|4.45|4.43|4.35|4.46|4.27|4.08|4.09|3.56|4.10|4.05|4.38|3.37|3.91|3.80|4.00|4.43
KUSCH R|01:350:219:20|4.45|4.43|4.35|4.46|4.27|4.08|4.09|3.56|4.10|4.05|4.38|3.37|3.91|3.80|4.00|4.43
BARRY S|01:350:219:26|4.45|4.43|4.35|4.46|4.27|4.08|4.09|3.56|4.10|4.05|4.38|3.37|3.91|3.80|4.00|4.43
JACKSON G|01:350:220:02|4.64|4.44|4.48|4.46|4.55|4.36|4.45|4.28|4.36|4.31|4.47|3.72|4.22|4.09|4.33|4.69
DOWLING W|01:350:220:15|4.64|4.44|4.48|4.46|4.55|4.36|4.45|4.28|4.36|4.31|4.47|3.72|4.22|4.09|4.33|4.69
VESTERMAN W|01:350:220:21|4.64|4.44|4.48|4.46|4.55|4.36|4.45|4.28|4.36|4.31|4.47|3.72|4.22|4.09|4.33|4.69
FULTON T|01:350:225:01|4.42|4.47|4.57|4.76|4.66|4.37|4.50|4.03|4.38|4.39|4.79|3.12|3.83|4.32|3.79|4.66
IANNINI C|01:350:227:01|4.47|4.40|4.33|4.45|4.35|4.15|4.28|3.88|4.34|4.39|4.36|3.26|4.09|3.91|4.07|4.42
Moody-Turner S|01:350:251:01|5.00|4.92|4.91|4.92|4.83|4.92|4.83|3.82|4.75|4.67|4.58|3.90|4.43|3.83|4.75|4.50
VARESCHI M|01:350:306:01|4.86|4.75|4.62|5.00|4.62|4.67|4.48|3.24|4.50|4.24|4.71|3.50|4.38|3.95|4.14|4.71
GALPERIN W|01:350:307:01|4.65|4.18|4.06|4.18|4.24|3.94|4.19|3.71|4.18|4.18|3.22|2.22|3.25|3.76|3.69|4.53
SADOFF D|01:350:309:01|4.74|4.63|4.63|4.63|4.29|4.33|4.33|4.08|4.38|4.30|4.75|4.05|4.53|4.04|4.21|4.50
IAN M|01:350:311:01|3.95|3.81|3.90|4.14|4.05|3.38|3.43|3.43|3.62|3.67|4.10|2.88|3.33|3.47|3.86|4.00
MCCLURE J|01:350:312:01|4.49|4.41|4.10|4.51|4.15|4.15|4.15|4.13|4.18|4.10|3.76|2.69|4.31|3.97|4.08|4.46
EVANS B|01:350:317:01|4.54|4.58|4.33|4.67|4.17|4.25|4.21|3.70|4.58|4.50|4.54|3.95|4.08|3.96|4.13|4.13
