MORAN D|01:351:201:01|5.00|4.86|5.00|5.00|4.71|4.71|4.71|3.57|5.00|4.57|4.86|2.60|3.67|3.50|4.43|4.43
HOBAYAN|01:351:211:01|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
HOBAYAN|01:351:211:02|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
FITZGERALD|01:351:211:03|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
ARNDT|01:351:211:04|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
THOMPSON|01:351:211:05|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
THOMPSON|01:351:211:06|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
LEONG|01:351:211:07|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
LEONG|01:351:211:08|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
FITZGERALD A|01:351:211:10|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
WIRSTIUK|01:351:211:11|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
WIRSTIUK|01:351:211:12|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
NOVEMBER|01:351:211:13|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
SVICH|01:351:211:14|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
FUHRMAN J|01:351:211:15|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
BETTS|01:351:211:16|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
NIKOLOPOULOS|01:351:211:17|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
REHILL|01:351:211:18|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
MURRAY|01:351:211:19|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
SUSKEWICZ|01:351:211:20|4.55|4.65|4.63|4.71|4.58|4.49|4.26|4.43|4.45|4.44|4.50|3.37|4.08|4.03|4.14|4.40
