Felder S|01:730:101:01|3.57|3.69|3.45|3.84|3.59|3.14|2.91|2.88|3.32|3.13
Mccrossin T|01:730:101:04|3.57|3.69|3.45|3.84|3.59|3.14|2.91|2.88|3.32|3.13
Bodanszky E|01:730:103:04|3.49|3.55|3.63|3.96|4.04|3.47|3.37|3.58|3.45|3.34
Baldino A|01:730:103:06|3.49|3.55|3.63|3.96|4.04|3.47|3.37|3.58|3.45|3.34
Winogora L.|01:730:103:90|3.49|3.55|3.63|3.96|4.04|3.47|3.37|3.58|3.45|3.34
McCrossin T|01:730:105:01|3.88|4.47|4.41|4.29|4.13|3.88|4.06|3.82|4.00|3.88
Temkin L|01:730:106:02|4.74|4.69|4.65|4.76|4.51|4.55|4.60|3.89|4.57|4.59
Antosh M|01:730:107:90|4.22|4.42|4.21|4.58|4.79|4.21|4.04|3.67|4.08|4.08
Antosh M|01:730:107:91|4.22|4.42|4.21|4.58|4.79|4.21|4.04|3.67|4.08|4.08
Smith H|01:730:108:01|4.40|4.28|3.78|4.29|4.03|3.79|3.71|3.62|3.84|3.82
Lepore E|01:730:201:06|4.40|4.49|4.37|4.54|4.51|4.38|4.26|3.33|4.45|4.26
Kalef J|01:730:201:07|4.40|4.49|4.37|4.54|4.51|4.38|4.26|3.33|4.45|4.26
Mena R|01:730:210:01|4.70|4.70|4.60|4.70|4.80|4.40|4.50|3.90|4.60|4.40
Melchior G|01:730:220:02|4.09|4.23|3.82|4.45|4.32|3.64|4.05|3.36|3.82|3.77
Stich S.|01:730:253:01|4.59|4.52|4.43|4.57|4.16|4.14|4.21|3.56|4.21|4.18|4.06
Batiste F|01:730:253:01|4.59|4.52|4.43|4.57|4.16|4.14|4.21|3.56|4.21|4.18
Hankins K|01:730:253:02|4.59|4.52|4.43|4.57|4.16|4.14|4.21|3.56|4.21|4.18
Kalef J|01:730:253:03|4.59|4.52|4.43|4.57|4.16|4.14|4.21|3.56|4.21|4.18
Rose D|01:730:253:04|4.59|4.52|4.43|4.57|4.16|4.14|4.21|3.56|4.21|4.18
Batiste F|01:730:253:05|4.59|4.52|4.43|4.57|4.16|4.14|4.21|3.56|4.21|4.18
Hankins K|01:730:253:06|4.59|4.52|4.43|4.57|4.16|4.14|4.21|3.56|4.21|4.18
Kalef J|01:730:253:07|4.59|4.52|4.43|4.57|4.16|4.14|4.21|3.56|4.21|4.18
Rose D|01:730:253:08|4.59|4.52|4.43|4.57|4.16|4.14|4.21|3.56|4.21|4.18
Winogora L|01:730:255:01|4.71|4.62|4.57|4.67|4.81|4.57|4.48|4.24|4.55|4.65
Mcgary H|01:730:258:01|4.33|4.67|5.00|5.00|4.33|4.33|4.33|4.00|4.67|4.33
Colby M|01:730:268:01|3.93|3.20|3.87|3.60|3.67|3.43|4.21|4.53|3.40|3.73
Bolton M|01:730:307:01|4.57|4.79|4.21|4.71|4.79|4.29|4.36|3.71|4.31|4.21
Mann Z.|01:730:312:01|4.71|4.86|4.64|4.86|4.86|4.50|4.57|3.64|4.71|4.57
Swenson J|01:730:342:01|4.40|4.60|4.00|4.50|4.00|4.20|4.30|3.70|4.10|3.90
Mclaughlin B|01:730:360:01|4.83|4.83|4.83|4.67|4.83|4.67|4.67|4.17|4.83|4.67
Sherbow P|01:730:368:01|3.90|4.15|4.60|4.45|4.25|4.05|4.25|4.35|3.85|4.10
Colby M|01:730:370:01|3.85|3.23|3.38|3.54|4.00|3.31|3.85|4.31|3.31|3.31
Smith H|01:730:397:01|4.80|4.60|4.40|4.80|4.75|4.20|3.80|4.40|4.40|4.40
Bolton R|01:730:402:01|4.00|4.00|3.30|4.10|4.10|3.20|3.50|3.60|3.30|3.40
Mccrossin T|01:730:405:01|3.85|4.40|3.85|4.30|4.12|3.70|3.85|3.70|3.65|3.55
Colby M|01:730:409:01|3.50|3.63|3.88|3.75|3.50|3.63|4.13|4.25|3.75|3.38
Klein P|01:730:412:01|4.74|4.84|4.74|4.95|4.78|4.63|4.58|4.37|4.68|4.68
Bolton M|01:730:416:01|4.75|4.83|4.50|4.58|4.75|4.58|4.58|4.27|4.50|4.50
Mclaughlin B|01:730:418:01|4.53|4.60|4.87|4.73|4.64|4.13|4.47|4.60|4.47|4.40
Egan A|01:730:420:01|4.50|4.69|4.47|4.81|4.67|4.38|4.25|3.56|4.13|4.31
Stanley J|01:730:421:01|3.73|4.18|4.36|4.64|4.27|3.91|4.09|3.82|3.91|3.91
Felder S|01:730:425:01|4.67|4.78|4.22|4.78|4.56|4.33|4.33|4.00|4.67|4.22
Colby M|01:730:427:01|3.89|3.56|3.78|4.00|3.75|3.63|3.78|3.00|3.78|3.78
Matthews R.|01:730:428:01|4.67|4.67|4.67|4.67|5.00|4.33|4.67|4.33|4.67|4.33
Parfit D|01:730:459:01|4.38|4.59|4.55|4.72|4.63|4.29|4.48|4.34|4.52|4.52
Mcmahan J|01:730:459:01|4.38|4.59|4.55|4.72|4.63|4.29|4.48|4.34|4.52|4.52
Kivy P|01:730:461:01|4.78|4.44|4.56|4.67|4.44|4.67|4.78|4.67|4.44|4.56
Loewer B|01:730:475:01|4.83|5.00|5.00|5.00|5.00|5.00|5.00|4.67|5.00|5.00
Albert D|01:730:475:01|4.83|5.00|5.00|5.00|5.00|5.00|5.00|4.67|5.00|5.00
